event_id,date,days_to_show,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotttnesss,num_years_active,FV_delta,maxPrice_FV_delta,FV_delta_log
9428855,2016-03-25T20:30:00-0400,12,Mutemath,Union Transfer,50.77,150,15,76,Philadelphia,PA,Ticketfly,25,1,524956,12,1008,162,92,0.432978651,0.671119,0.685621,14,25.77,125,3.249211025
9431367,2016-03-31T20:30:00-0400,18,Savages,Union Transfer,37.89,57,9,40,Philadelphia,PA,Ticketfly,15,0,242996,18,13,5,56,0.576637726,0.340308,0.602402,6,22.89,42,3.130700134
9434935,2016-03-25T20:00:00-0400,12,Bonnie Raitt,Kimmel Center,237.32,1000,6,11,Philadelphia,PA,Venue,80,0,135398,12,2254,721,66,0.316062808,0.728868,0.562017,45,157.32,920,5.058281948
9437147,2016-05-07T20:30:00-0400,55,Super Furry Animals,Union Transfer,41.17,54.72,9,41,Philadelphia,PA,Ticketfly,20,0,529205,55,1678,248,155,0.341909704,0.655763,0.526354,23,21.17,34.72,3.052585085
9445537,2016-05-07T19:30:00-0400,55,Justin Bieber,Wells Fargo Center Philadelphia,213.72,9500,197,586,Philadelphia,PA,Eventbrite,169.99,0,2596951,55,30703,11724,108,0.376889194,0.842991,0.91195,8,43.73,9330.01,3.778034365
9449995,2016-03-23T20:00:00-0400,10,Jose Gonzalez,Kimmel Center,81.95,86.7,4,12,Philadelphia,PA,Venue,20,0,542593,10,2591,235,70,0.386693932,0.664884,0.605287,13,61.95,66.7,4.126327608
9453423,2016-05-26T20:00:00-0400,74,Primal Fear,Trocadero,107.52,89,1,4,Philadelphia,PA,Songkick Tickets,32.25,0,5619103,74,120,40,2,0.46012108,0.416053,0.491345,5,75.27,56.75,4.321081649
9456689,2016-03-26T20:30:00-0400,13,Jukebox the Ghost,Union Transfer,31.83,53,10,52,Philadelphia,PA,Ticketfly,16,0,578861,13,893,83,11,0.413727281,0.531711,0.520564,13,15.83,37,2.761906874
9457574,2016-04-01T20:30:00-0400,19,St. Germain,The Electric Factory,75.66,89,4,23,Philadelphia,PA,Ticketmaster,38,0,521797,19,1054,40,18,0.431078053,0.619458,0.622915,21,37.66,51,3.628598523
9457769,2016-05-04T20:00:00-0400,52,The Used,The Electric Factory,43.8,99,18,89,Philadelphia,PA,Ticketfly,30,0,162392,52,1607,488,41,0.371836653,0.719639,0.648262,15,13.8,69,2.624668592
9457777,2016-05-03T20:00:00-0400,51,The Used,The Electric Factory,57.17,99,9,41,Philadelphia,PA,Ticketfly,30,0,162392,51,1607,488,41,0.371836653,0.719639,0.648262,15,27.17,69,3.302113423
9464501,2016-04-01T20:30:00-0400,19,Wolf Alice,Union Transfer,34.22,67,13,59,Philadelphia,PA,Ticketfly,18,0,4126816,19,1972,135,8,0.463210763,0.559526,0.607877,6,16.22,49,2.786245049
9465189,2016-04-04T20:00:00-0400,22,Andrew Bird,The Electric Factory,67.22,86,14,74,Philadelphia,PA,Ticketmaster,36,0,395944,22,5289,777,155,0.347424428,0.695306,0.576323,20,31.22,50,3.441058915
9467034,2016-05-14T19:30:00-0400,62,The Avett Brothers,Mann Center for the Performing Arts,60.71,508.25,69,254,Philadelphia,PA,Ticketmaster,35,0,348455,62,2884,1242,72,0.369703615,0.678902,0.594076,16,25.71,473.25,3.246880021
9472806,2016-03-23T19:00:00-0400,10,Stick Figure,World Cafe Live Philadelphia,65.02,77,4,23,Philadelphia,PA,Ticketfly,17,0,514431,10,88,0,3,0.519073696,0.255699,0.542266,26,48.02,60,3.871617591
9473170,2016-03-20T20:00:00-0400,7,Megadeth,The Electric Factory,59.14,150,24,121,Philadelphia,PA,Ticketmaster,45,0,117140,7,10126,2615,89,0.270742971,0.829734,0.626676,33,14.14,105,2.64900766
9475729,2016-03-26T20:00:00-0400,13,Melanie Martinez,Trocadero,142.04,250,6,34,Philadelphia,PA,Ticketfly,27.5,1,6647159,13,243,17,0,0.505995981,0.521479,0.627087,4,114.54,222.5,4.740924107
9476456,2016-05-12T20:30:00-0400,60,Mac DeMarco,The Electric Factory,50.68,219.01,23,128,Philadelphia,PA,Ticketmaster,25,0,5105188,60,3879,642,101,0.436103741,0.602686,0.612859,8,25.68,194.01,3.245712479
9482696,2016-05-07T20:00:00-0400,55,Babymetal,The Electric Factory,71.53,117.3,20,97,Philadelphia,PA,Ticketmaster,39.5,0,5643294,55,427,73,5,0.489305253,0.550324,0.633144,6,32.03,77.8,3.466672964
9484268,2016-03-25T20:00:00-0400,12,Pusha T,Trocadero,60.32,94.62,13,64,Philadelphia,PA,Ticketfly,35,0,814169,12,12945,4284,48,0.440482599,0.642003,0.661679,24,25.32,59.62,3.231594597
9485414,2016-03-27T20:30:00-0400,14,Titus Andronicus,Union Transfer,40.09,64,13,82,Philadelphia,PA,Ticketfly,20,0,1891906,14,3345,537,84,0.403362299,0.587877,0.553415,11,20.09,44,3.000222179
9486088,2016-04-23T21:00:00-0400,41,Murder By Death,Union Transfer,42.6,84,10,48,Philadelphia,PA,Ticketfly,20,0,89489,41,918,169,87,0.392868128,0.591376,0.542053,16,22.6,64,3.117949906
9500518,2016-05-28T20:30:00-0400,76,RJD2,Union Transfer,43.62,53.58,13,72,Philadelphia,PA,Ticketfly,20,0,13754,76,930,89,98,0.380911898,0.669931,0.601838,23,23.62,33.58,3.162093811
9500596,2016-04-21T20:30:00-0400,39,White Denim,Union Transfer,56.78,75,7,38,Philadelphia,PA,Ticketfly,18,0,589804,39,2714,436,90,0.420035989,0.539433,0.534639,10,38.78,57,3.65790465
9500879,2016-04-25T20:00:00-0400,43,Tori Kelly,The Electric Factory,42.61,500,80,371,Philadelphia,PA,Ticketmaster,32.5,0,1054791,43,478,132,1,0.559208525,0.580404,0.758162,12,10.11,467.5,2.313525033
9500936,2016-05-26T20:00:00-0400,74,Courtney Barnett,The Electric Factory,40.65,495,43,220,Philadelphia,PA,Ticketmaster,30,0,3909026,74,3096,416,47,0.528732926,0.590879,0.728927,7,10.65,465,2.365559892
9500940,2016-05-15T19:00:00-0400,63,The 1975,Mann Center for the Performing Arts,44.59,199.99,54,287,Philadelphia,PA,Ticketmaster,35,0,66370,63,3924,835,19,0.524438552,0.626937,0.7675,14,9.59,164.99,2.260720889
9501041,2016-04-08T20:30:00-0400,26,The Cult,The Electric Factory,70.93,97,13,75,Philadelphia,PA,Ticketmaster,35,0,397363,26,1531,309,53,0.334942438,0.701355,0.56236,33,35.93,62,3.581572601
9502334,2016-04-04T20:00:00-0400,22,Charlie Puth,Theatre of Living Arts,27.26,300,70,256,Philadelphia,PA,Live Nation,20,0,5318433,22,737,94,2,0.659923474,0.553536,0.858109,7,7.26,280,1.982379829
9505468,2016-03-28T19:30:00-0400,15,Parachute,Union Transfer,40.68,68,10,50,Philadelphia,PA,Ticketfly,21,0,9315,15,223,38,3,0.393932208,0.607437,0.557938,10,19.68,47,2.979602892
9505632,2016-04-02T20:30:00-0400,20,Lucius,Union Transfer,33.42,110,14,73,Philadelphia,PA,Ticketfly,18,0,598452,20,1429,280,8,0.443801339,0.534077,0.560377,5,15.42,92,2.735665368
9509188,2016-04-09T19:30:00-0400,27,Magic Man & The Griswolds,Union Transfer,50.86,41,2,10,Philadelphia,PA,Ticketfly,20,0,699966,27,1060,75,0,0.469976991,0.500253,0.564706,7,30.86,21,3.429460847
9509398,2016-04-22T20:30:00-0400,40,Houndmouth,Union Transfer,35.54,100,11,59,Philadelphia,PA,Ticketfly,22,0,5183683,40,679,208,15,0.45245395,0.523811,0.562663,5,13.54,78,2.605648267
9509428,2016-11-25T20:00:00-0400,257,Peter Hook and The Light,Trocadero,54.41,109,9,44,Philadelphia,PA,Songkick Tickets,32.25,0,4154881,257,1441,472,2,0.346621433,0.503933,0.418708,40,22.16,76.75,3.098288862
9510165,2016-07-09T20:00:00-0400,118,Billy Joel,Citizens Bank Park,107.52,5000,916,3913,Philadelphia,PA,Ticketmaster,49.5,0,296988,118,3748,1184,93,0.324533324,0.78699,0.663087,51,58.02,4950.5,4.060787779
9510995,2016-07-16T19:00:00-0400,125,Brand New and Modest Mouse,Mann Center for the Performing Arts,123.25,9999,129,312,Philadelphia,PA,Ticketmaster,34.99,0,352662,125,782,68,56,0.350716532,0.713554,0.6037,16,88.26,9964.01,4.480287004
9511203,2016-03-16T20:30:00-0400,3,Yung Lean,Union Transfer,40.24,55.86,5,18,Philadelphia,PA,Ticketfly,20,0,7120994,3,3,1,6,0.524978853,0.336482,0.548435,6,20.24,35.86,3.007660844
9511657,2016-08-06T20:00:00-0400,146,Coldplay,Lincoln Financial Field,118.14,26536,1475,5858,Philadelphia,PA,Ticketmaster,25.5,0,197928,146,20217,5192,260,0.365078185,0.860209,0.940811,20,92.64,26510.5,4.528721014
9511701,2016-08-14T19:30:00-0400,154,Shawn Mendes,Mann Center for the Performing Arts,29.63,1470,716,2736,Philadelphia,PA,Ticketmaster,20,0,8008073,154,474,92,3,0.620285027,0.593259,0.858429,3,9.63,1450,2.264883226
9511790,2016-04-07T20:30:00-0400,25,Gogol Bordello,Union Transfer,45.3,76.38,10,44,Philadelphia,PA,Ticketfly,25,1,474383,25,1950,470,71,0.438070995,0.67709,0.701519,17,20.3,51.38,3.010620886
9511792,2016-04-08T20:30:00-0400,26,Gogol Bordello,Union Transfer,61.48,84,8,36,Philadelphia,PA,Ticketfly,25,1,474383,26,1950,470,71,0.438070995,0.67709,0.701519,17,36.48,59,3.596764165
9512042,2016-05-06T18:30:00-0400,54,Bane,First Unitarian Church of Philadelphia ,64.25,150,5,7,Philadelphia,PA,Ticketfly,20,1,456837,54,171,15,7,0.428337167,0.536351,0.542692,21,44.25,130,3.789855371
9512320,2016-04-17T20:30:00-0400,35,Geographer with The Crookes,Union Transfer,40.24,57,8,36,Philadelphia,PA,Ticketfly,15,0,2336633,35,720,61,6,0.487305128,0.51074,0.594498,9,25.24,42,3.228430038
9512355,2016-05-06T20:00:00-0400,54,Brian Jonestown Massacre,Union Transfer,38.55,89,10,49,Philadelphia,PA,Ticketfly,20,0,73973,54,999,86,130,0.416239988,0.638522,0.621462,28,18.55,69,2.920469789
9513735,2016-04-24T20:30:00-0400,42,Charles Bradley & His Extraordinaires,Union Transfer,54.41,59.28,8,38,Philadelphia,PA,Ticketfly,23,0,4755323,42,1910,1608,29,0.436267314,0.565755,0.578056,51,31.41,36.28,3.447126314
9513798,2016-05-20T21:00:00-0400,68,The Sword,Union Transfer,38.56,74,10,49,Philadelphia,PA,Ticketfly,20,0,69617,68,521,150,65,0.396134783,0.609654,0.563119,13,18.56,54,2.921008727
9513912,2016-06-18T19:00:00-0400,97,Barenaked Ladies,Mann Center for the Performing Arts,62.68,319.51,41,186,Philadelphia,PA,Ticketmaster,29.5,0,199498,97,1109,203,51,0.363050516,0.684891,0.590115,28,33.18,290.01,3.501947285
9516955,2016-04-20T20:00:00-0400,38,Coleman Hell,The Foundry Philadelphia,47.99,49.95,4,30,Philadelphia,PA,Ticketmaster,15,0,6850064,38,191,15,0,0.67098749,0.424503,0.724879,4,32.99,34.95,3.496204485
9517819,2016-05-07T19:00:00-0400,55,Half Moon Run,The Foundry Philadelphia,61.44,60,4,16,Philadelphia,PA,Ticketmaster,15,0,3878406,55,574,144,10,0.52720494,0.546965,0.678715,6,46.44,45,3.838161157
9519230,2016-06-28T19:30:00-0400,107,Phish,Mann Center for the Performing Arts,93.36,6000,363,1089,Philadelphia,PA,Ticketmaster,45,0,46745,107,5729,2931,123,0.321813001,0.734903,0.579851,33,48.36,5955,3.878673026
9519231,2016-06-29T19:30:00-0400,108,Phish,Mann Center for the Performing Arts,92.77,6000,349,1092,Philadelphia,PA,Ticketmaster,45,0,46745,108,5729,2931,123,0.321813001,0.734903,0.579851,33,47.77,5955,3.866397827
9519278,2016-03-24T20:30:00-0400,11,Baauer,Union Transfer,49.7,41,2,10,Philadelphia,PA,Ticketfly,20,0,5502993,11,3454,678,0,0.536059188,0.560268,0.704281,4,29.7,21,3.391147046
9519794,2016-06-05T13:00:00-0400,84,Beyoncé,Lincoln Financial Field,72.12,21202,2634,10628,Philadelphia,PA,Ticketmaster,45,0,553938,84,43911,10774,117,0.322562541,0.848403,0.795543,13,27.12,21157,3.300271463
9520556,2016-06-04T19:30:00-0400,83,Wilco,Mann Center for the Performing Arts,58.47,486.68,145,497,Philadelphia,PA,Ticketmaster,29.5,0,61494,83,11219,2570,270,0.28841555,0.797369,0.6061,22,28.97,457.18,3.366260812
9521382,2016-03-18T19:00:00-0400,5,Screaming Females,First Unitarian Church of Philadelphia ,60.26,122,2,3,Philadelphia,PA,Brown Paper Tickets,10,0,55424,5,1740,280,48,0.406073362,0.555051,0.529248,11,50.26,112,3.917209532
9521590,2016-05-07T18:30:00-0400,55,Bane,First Unitarian Church of Philadelphia ,83.71,495,10,93,Philadelphia,PA,Ticketfly,20,1,456837,55,171,15,7,0.428337167,0.536351,0.542692,21,63.71,475,4.154341536
9522348,2016-04-09T20:30:00-0400,27,Big Gigantic,The Electric Factory,51.98,70.68,12,66,Philadelphia,PA,Ticketmaster,28,0,931223,27,1298,703,1,0.438049738,0.546541,0.563576,16,23.98,42.68,3.17722015
9522589,2016-05-22T19:30:00-0400,70,Apocalyptica,Trocadero,55.59,75,10,46,Philadelphia,PA,Ticketfly,25,0,216253,70,828,171,24,0.373983336,0.675666,0.59728,23,30.59,50,3.420673158
9523516,2016-05-27T20:30:00-0400,75,BØRNS,The Electric Factory,42.62,200,24,144,Philadelphia,PA,Ticketmaster,25,0,8239708,75,0,0,2,0.662223728,0.393536,0.691812,6,17.62,175,2.869034621
9523586,2016-05-05T20:30:00-0400,53,The Sonics with The Woggles and  Barrence Whitfield and The Savages,Union Transfer,61.49,50,2,12,Philadelphia,PA,Ticketfly,25,0,62227,53,1961,2018,16,0.335621152,0.678825,0.53923,56,36.49,25,3.59703825
9528246,2016-06-17T18:00:00-0400,96,Jason Isbell and Frank Turner and the Sleeping Souls,River Stage at Great Plaza,77.88,142.8,24,157,Philadelphia,PA,Ticketmaster,39.5,0,562649,96,1884,493,90,0.391966824,0.61379,0.56104,15,38.38,103.3,3.647536491
9529393,2016-04-19T20:30:00-0400,37,Tokyo Police Club,Union Transfer,40.84,99,11,52,Philadelphia,PA,Ticketfly,20,0,42670,37,2080,296,85,0.384755031,0.631808,0.567803,11,20.84,79,3.036874217
9529512,2016-05-02T20:30:00-0400,50,M. Ward,Union Transfer,43.27,47,4,21,Philadelphia,PA,Ticketfly,23,0,503681,50,3396,700,133,0.365873707,0.657022,0.56453,17,20.27,24,3.00914196
9530242,2016-06-25T20:00:00-0400,104,Paul Simon,Mann Center for the Performing Arts,74.46,1400,323,1014,Philadelphia,PA,Ticketmaster,34.5,0,213059,104,5491,1509,145,0.324357143,0.777169,0.64601,46,39.96,1365.5,3.687878954
9531926,2016-05-14T20:30:00-0400,62,Zhu,The Electric Factory,64.07,999,28,178,Philadelphia,PA,Ticketmaster,30,0,1183857,62,1959,48,0,0.604552421,0.559962,0.793894,2,34.07,969,3.528417232
9534420,2016-04-13T19:00:00-0400,31,Man Overboard,First Unitarian Church of Philadelphia ,41.83,99.99,2,8,Philadelphia,PA,Ticketfly,12,0,829549,31,1015,268,76,0.445287174,0.544819,0.571397,8,29.83,87.99,3.395514599
9534619,2016-05-10T20:30:00-0400,58,Black Lips,Union Transfer,50.88,41.9,2,10,Philadelphia,PA,Ticketfly,16,0,349473,58,4807,913,111,0.370262937,0.645809,0.559944,17,34.88,25.9,3.551913599
9537021,2016-06-22T20:00:00-0400,101,PUP,PhilaMOCA,34.75,69,6,38,Philadelphia,PA,Ticketfly,12,1,1118551,101,145,5,13,0.454386457,0.442274,0.503068,16,22.75,57,3.124565145
9537816,2016-05-17T20:30:00-0400,65,Yeasayer,Union Transfer,49.15,75,9,48,Philadelphia,PA,Ticketfly,25,0,112691,65,5241,812,61,0.391950571,0.609446,0.556979,10,24.15,50,3.18428438
9537956,2016-07-13T19:30:00-0400,122,Bob Dylan,Mann Center for the Performing Arts,80.77,599,30,112,Philadelphia,PA,Ticketmaster,44.5,0,408511,122,21036,6380,445,0.284092346,0.874961,0.777312,57,36.27,554.5,3.590990953
9539321,2016-06-18T20:30:00-0400,97,Corey Smith,Union Transfer,50.87,57,9,42,Philadelphia,PA,Ticketfly,20,0,457537,97,104,48,1,0.465379716,0.502866,0.561297,13,30.87,37,3.429784839
9539601,2016-08-26T20:00:00-0400,166,Bonnie Raitt,Mann Center for the Performing Arts,70.15,279,9,48,Philadelphia,PA,Ticketmaster,35,0,135398,166,2254,721,66,0.316062808,0.728868,0.562017,45,35.15,244,3.559624618
9539667,2016-06-24T20:00:00-0400,103,Emblem3,Trocadero,89.82,105,4,19,Philadelphia,PA,Ticketfly,25,0,6439724,103,181,44,0,0.47337197,0.498185,0.567092,9,64.82,80,4.171614198
9152782,2016-05-17T20:30:00-0700,65,The Who,Moda Center at the Rose Quarter,68.17,902,58,170,Portland,OR,Ticketmaster,39.5,0,69685,65,16207,3483,184,0.27220432,0.837273,0.645903,52,28.67,862.5,3.35585128
9352311,2016-07-03T20:00:00-0700,112,Janet Jackson,Moda Center at the Rose Quarter,55.6,500,124,371,Portland,OR,Ticketmaster,24.95,0,410449,112,6824,4132,59,0.360137345,0.795111,0.752127,43,30.65,475.05,3.422632662
9426932,2016-07-19T19:00:00-0700,128,Twenty One Pilots,Moda Center at the Rose Quarter,85.1,5000,133,769,Portland,OR,Ticketmaster,35,0,3123851,128,852,266,10,0.572563353,0.586834,0.78425,7,50.1,4965,3.914021008
9432568,2016-04-03T19:00:00-0700,21,Ellie Goulding,Moda Center at the Rose Quarter,65.55,302.4,50,214,Portland,OR,Ticketmaster,35,0,2332047,21,10071,2357,23,0.482699668,0.750632,0.901275,8,30.55,267.4,3.419364686
9434937,2016-04-17T19:30:00-0700,35,Bonnie Raitt,Keller Auditorium,159,475,8,13,Portland,OR,Evenue,46.5,0,135398,35,2255,721,66,0.316062808,0.728868,0.562017,45,112.5,428.5,4.722953222
9439488,2016-10-13T19:30:00-0700,214,Maroon 5,Moda Center at the Rose Quarter,68.58,7995,695,2233,Portland,OR,Ticketmaster,30.5,0,181875,214,6949,2105,92,0.389919478,0.8101,0.849666,22,38.08,7964.5,3.63968921
9452592,2016-03-20T20:00:00-0700,7,Daughter,Wonder Ballroom,43.62,199.99,11,38,Portland,OR,Ticketfly,18,1,201667,7,4497,397,27,0.484888303,0.61957,0.700804,6,25.62,181.99,3.243373296
9453413,2016-03-26T20:00:00-0400,13,Lake Street Dive,State Theatre Portland Maine,72.12,169,10,28,Portland,ME,Ticketmaster,30,0,1077331,13,399,175,11,0.509486732,0.50701,0.618196,12,42.12,139,3.740522687
9456682,2016-03-18T21:00:00-0400,5,Jukebox the Ghost,Port City Music Hall,27.11,45,7,30,Portland,ME,Ticketmaster,15,0,578861,5,893,83,11,0.413727281,0.531711,0.520564,13,12.11,30,2.494031558
9457937,2016-03-22T21:00:00-0700,9,Phil Cook,Doug Fir Lounge ,69.76,58.14,2,8,Portland,OR,Ticketfly,12,0,4876678,9,255,56,3,0.392710621,0.370697,0.410257,16,57.76,46.14,4.056296495
9457939,2016-03-23T21:00:00-0700,10,Greg Dulli,Doug Fir Lounge ,34.28,89.95,8,26,Portland,OR,Ticketfly,22,1,458141,10,753,205,9,0.424114881,0.449173,0.474072,29,12.28,67.95,2.507971923
9457940,2016-03-28T21:00:00-0700,15,Polica,Doug Fir Lounge ,50.86,69.54,5,32,Portland,OR,Ticketfly,20,0,4665213,15,1714,349,40,0.575090463,0.445357,0.639432,5,30.86,49.54,3.429460847
9457941,2016-03-29T21:00:00-0700,16,Polica,Doug Fir Lounge ,32,89,5,30,Portland,OR,Ticketfly,20,0,4665213,16,1714,349,40,0.575090463,0.445357,0.639432,5,12,69,2.48490665
9457942,2016-03-30T21:00:00-0700,17,Field Music,Doug Fir Lounge ,68.58,57,2,8,Portland,OR,Ticketfly,12,0,399137,17,1276,196,82,0.376945325,0.565609,0.499341,12,56.58,45,4.035655566
9457946,2016-04-22T21:00:00-0700,40,Judah and The Lion,Doug Fir Lounge ,39.08,64.33,6,20,Portland,OR,Ticketfly,13,0,6008179,40,61,21,2,0.484462147,0.311886,0.506108,5,26.08,51.33,3.261168737
9459803,2016-04-14T20:00:00-0700,32,Arlo Guthrie,Revolution Hall Portland,179.49,149.99,1,8,Portland,OR,Ticketfly,39.5,1,398453,32,537,154,37,0.422857222,0.529346,0.530184,49,139.99,110.49,4.941570991
9462423,2016-03-30T21:00:00-0700,17,Wolfmother,Wonder Ballroom,107.45,91,4,13,Portland,OR,Ticketfly,25,1,192603,17,1986,276,44,0.356522374,0.676873,0.570694,12,82.45,66,4.412192049
9470917,2016-05-19T21:00:00-0700,67,Nada Surf,Doug Fir Lounge ,89.94,85,2,12,Portland,OR,Ticketfly,22,0,172227,67,1992,228,92,0.390484581,0.678747,0.627284,24,67.94,63,4.218624963
9475465,2016-03-25T19:30:00-0700,12,Peter Frampton,Revolution Hall Portland,120.48,129,5,27,Portland,OR,Ticketfly,69.5,0,486144,12,1112,299,72,0.359342253,0.679797,0.578411,50,50.98,59.5,3.931433399
9477146,2016-04-04T20:00:00-0400,22,The Mountain Goats,Port City Music Hall,60.32,130,4,30,Portland,ME,Ticketmaster,20,0,488253,22,3642,548,276,0.45567035,0.664594,0.712874,25,40.32,110,3.696847624
9485299,2016-05-18T20:00:00-0400,66,The Milk Carton Kids,State Theatre Portland Maine,44.85,35.89,1,2,Portland,ME,Ticketmaster,20,0,4186126,66,381,111,15,0.45499942,0.512141,0.556221,5,24.85,15.89,3.212857753
9485369,2016-05-10T19:30:00-0700,58,Dream Theater,Arlene Schnitzer Hall,99.26,130,13,39,Portland,OR,Evenue,27.5,0,8765,58,5628,1208,59,0.313562417,0.802322,0.668145,31,71.76,102.5,4.273327218
9491372,2016-03-14T21:00:00-0400,1,Deer Tick,Port City Music Hall,51.33,79,4,14,Portland,ME,Ticketmaster,18,0,591654,1,2714,629,65,0.398425873,0.592674,0.550872,12,33.33,61,3.506457892
9491373,2016-03-17T21:00:00-0400,4,Enter The Haggis,Port City Music Hall,55.36,77.52,3,15,Portland,ME,Ticketmaster,20,0,546803,4,56,3,2,0.469514031,0.39553,0.490492,21,35.36,57.52,3.565581238
9491374,2016-03-30T20:00:00-0400,17,Ezra Furman,Port City Music Hall,47.81,169,4,19,Portland,ME,Ticketmaster,12,0,2355020,17,684,44,12,0.485067694,0.456321,0.547633,10,35.81,157,3.578227184
9491768,2016-04-13T18:30:00-0400,31,Between the Buried and Me & August Burns Red,State Theatre Portland Maine,54.28,141,10,70,Portland,ME,Ticketmaster,25,0,391106,31,1757,661,50,0.36782788,0.661072,0.571743,16,29.28,116,3.376904689
9500582,2016-03-27T21:00:00-0700,14,White Denim,Doug Fir Lounge ,40.65,75,4,16,Portland,OR,Ticketfly,16,0,589804,14,2714,436,90,0.420035989,0.539433,0.534639,10,24.65,59,3.2047769
9501270,2016-04-02T19:30:00-0400,20,Parachute,Port City Music Hall,52.34,74.99,8,45,Portland,ME,Ticketmaster,19,0,9315,20,223,38,3,0.393932208,0.607437,0.557938,10,33.34,55.99,3.506757877
9501799,2016-04-25T20:00:00-0700,43,M83,Roseland Theater,66.86,199.99,22,106,Portland,OR,Etix,35,0,525418,43,5612,390,135,0.404079555,0.744452,0.743836,15,31.86,164.99,3.461351304
9501801,2016-04-26T20:00:00-0700,44,M83,Roseland Theater,61.49,199.99,28,138,Portland,OR,Etix,35,0,525418,44,5612,390,135,0.404079555,0.744452,0.743836,15,26.49,164.99,3.276767303
9501813,2016-04-29T20:00:00-0700,47,Say Anything,Wonder Ballroom,43.79,68,10,48,Portland,OR,Ticketfly,17.5,0,235557,47,1222,227,57,0.346220671,0.671825,0.548964,16,26.29,50.5,3.269188639
9501942,2016-06-25T20:00:00-0400,104,Tommy Emmanuel,State Theatre Portland Maine,201.92,169,1,2,Portland,ME,Ticketmaster,29.5,0,216176,104,232,18,8,0.412797697,0.596615,0.574393,54,172.42,139.5,5.149933361
9507334,2016-08-12T18:00:00-0400,152,Hunter Hayes,Maine State Pier,83.13,181,22,101,Portland,ME,Ticketmaster,23.75,0,407294,152,1332,1609,10,0.425927913,0.587848,0.584348,16,59.38,157.25,4.083957469
9507975,2016-04-15T20:00:00-0700,33,moe. and Chris Robinson Brotherhood,Wonder Ballroom,48.52,67.26,7,38,Portland,OR,Ticketfly,32,0,183105,33,2077,1222,31,0.37966989,0.641969,0.570294,27,16.52,35.26,2.804571768
9508248,2016-07-31T20:00:00-0400,140,Beirut,State Theatre Portland Maine,51.97,67,7,42,Portland,ME,Ticketmaster,30,0,355452,140,1532,126,123,0.394311981,0.707912,0.670898,10,21.97,37,3.089677886
9509205,2016-05-05T20:30:00-0700,53,Magic Man & The Griswolds,Wonder Ballroom,50.87,41,2,12,Portland,OR,Ticketfly,20,0,699966,53,1060,75,0,0.469976991,0.500253,0.564706,7,30.87,21,3.429784839
9509416,2016-11-04T21:00:00-0700,236,Peter Hook and The Light,Wonder Ballroom,55.51,109,10,46,Portland,OR,Ticketfly,23,0,4154881,236,1441,472,2,0.346621433,0.503933,0.418708,40,32.51,86,3.481547734
9509741,2016-04-19T19:30:00-0700,37,Boyce Avenue,Wonder Ballroom,57.95,105,12,57,Portland,OR,Official artist website,25,0,608550,37,228,37,0,0.428002036,0.610056,0.608825,12,32.95,80,3.494991261
9510981,2016-04-09T20:00:00-0400,27,Waka Flocka Flame,State Theatre Portland Maine,37.96,56,8,44,Portland,ME,Ticketmaster,20,0,2850016,27,4867,1163,20,0.362817072,0.715457,0.627008,7,17.96,36,2.888147063
9511025,2016-07-31T19:00:00-0700,140,Brand New and Modest Mouse,Moda Center at the Rose Quarter,71.6,5000,188,556,Portland,OR,Ticketmaster,39.5,0,535518,140,5540,1275,237,0.317974809,0.773091,0.626792,24,32.1,4960.5,3.46885603
9511787,2016-04-02T20:00:00-0400,20,Gogol Bordello,State Theatre Portland Maine,67.19,62,6,30,Portland,ME,Ticketmaster,25,0,474383,20,1950,470,71,0.438070995,0.67709,0.701519,17,42.19,37,3.742183226
9512363,2016-05-25T20:30:00-0700,73,Brian Jonestown Massacre,Wonder Ballroom,42.61,89,10,50,Portland,OR,Ticketfly,20,0,73973,73,999,86,130,0.416239988,0.638522,0.621462,28,22.61,69,3.118392286
9512434,2016-04-01T21:00:00-0700,19,The Joy Formidable,Wonder Ballroom,47.33,54.72,8,38,Portland,OR,Ticketfly,18,0,1195278,19,2286,500,58,0.419154493,0.562696,0.552757,9,29.33,36.72,3.378610883
9513666,2016-04-29T21:30:00-0700,47,Gin Wigmore,Star Theater Portland,54.81,42,1,10,Portland,OR,Ticketweb,17,0,2501116,47,192,34,5,0.569533948,0.520768,0.705092,8,37.81,25,3.632573618
9513916,2016-06-24T18:00:00-0400,103,Barenaked Ladies,Maine State Pier,68.97,275.4,22,76,Portland,ME,Ticketmaster,25.75,0,199498,103,1110,203,51,0.363050516,0.684891,0.590115,28,43.22,249.65,3.766303351
9514236,2016-04-06T20:00:00-0700,24,Santigold,Wonder Ballroom,120.5,199,9,22,Portland,OR,Ticketfly,25,1,2385431,24,9078,1313,31,0.389822719,0.663654,0.608805,13,95.5,174,4.559126247
9516583,2016-05-01T21:00:00-0700,49,Floating Points,Doug Fir Lounge ,83.92,69,1,6,Portland,OR,Ticketfly,15,0,2486306,49,2017,267,12,0.477890753,0.560105,0.627701,9,68.92,54,4.232946412
