event_id,date,days_to_show,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotttnesss,num_years_active,FV_delta,maxPrice_FV_delta,FV_delta_log
9515820,2016-05-12T21:00:00-0500,60,Disclosure,Bomb Factory,68.57,506,61,248,Dallas,TX,Ticketfly,39.5,0,771160,60,15806,2825,37,0.53264351,0.668865,0.839905,6,29.07,466.5,3.369706715
9517086,2016-03-20T20:00:00-0500,7,Moon Taxi,Gas Monkey Bar N Grill,50.87,72.96,3,16,Dallas,TX,Ticketfly,20,0,466296,7,334,263,4,0.449023272,0.509505,0.546811,10,30.87,52.96,3.429784839
9519289,2016-05-20T20:00:00-0500,68,Lucius,Trees,43.78,110,7,43,Dallas,TX,Ticketfly,17,0,598452,68,1429,280,8,0.443801339,0.534077,0.560377,5,26.78,93,3.28765534
9519785,2016-05-22T20:00:00-0500,70,The Lumineers,Bomb Factory,89.5,1111,89,352,Dallas,TX,Ticketfly,30,0,2827981,70,2789,1049,11,0.498010806,0.607512,0.705435,14,59.5,1081,4.085976313
9520444,2016-03-31T20:00:00-0500,18,Jaheim,Music Hall at Fair Park,118.53,250,8,22,Dallas,TX,Ticketmaster,59.5,0,124334,18,433,33,28,0.408461938,0.596795,0.568526,20,59.03,190.5,4.078045789
9520672,2016-09-18T20:00:00-0500,189,Leon Bridges,Music Hall at Fair Park,89.03,1111,171,556,Dallas,TX,Ticketmaster,39.5,0,8205063,189,2,0,7,0.411347904,0.087578,0.429727,6,49.53,1071.5,3.902578547
9521973,2016-10-02T20:00:00-0500,203,Mana,American Airlines Center,84.38,1500,330,1451,Dallas,TX,Ticketmaster,46,0,106220,203,444,75,2,0.519247614,0.628357,0.761751,30,38.38,1454,3.647536491
9522703,2016-05-05T20:00:00-0500,53,Gipsy Kings,Bomb Factory,173.6,160,3,17,Dallas,TX,Ticketfly,39.5,0,178419,53,360,67,9,0.389381198,0.629954,0.5728,38,134.1,120.5,4.89858579
9527937,2016-04-29T20:00:00-0500,47,Highly Suspect,Club Dada,68.58,66,4,13,Dallas,TX,Ticketfly,15,0,3790131,47,144,19,0,0.502048926,0.446778,0.559321,7,53.58,51,3.981175864
9528215,2016-03-29T20:00:00-0500,16,Ludacris,Bomb Factory,58.86,224.24,56,194,Dallas,TX,Ticketfly,35,0,338645,16,10797,1827,76,0.304444751,0.786717,0.621592,19,23.86,189.24,3.172203417
9528585,2016-04-17T20:00:00-0500,35,Generation Axe,Bomb Factory,236.14,199,3,23,Dallas,TX,Ticketfly,35,0,404702,35,2387,377,27,0.320211292,0.742925,0.58741,38,201.14,164,5.304001183
9529750,2016-05-23T20:00:00-0500,71,Kaleo,Cambridge Room at House of Blues Dallas,60.2,150,12,68,Dallas,TX,Ticketmaster,16,0,66144,71,136,31,0,0.636024024,0.405642,0.669579,4,44.2,134,3.788724789
9530474,2016-06-22T20:00:00-0500,101,Steely Dan and Steve Winwood,American Airlines Center,70.24,2222,250,973,Dallas,TX,Ticketmaster,29.5,0,87233,101,3233,586,77,0.328317223,0.749157,0.610928,44,40.74,2192.5,3.707210411
9531550,2016-06-03T20:00:00-0500,82,Whitesnake,Bomb Factory,82.53,200,16,83,Dallas,TX,Ticketfly,42.5,0,505217,82,3058,592,36,0.348258307,0.730461,0.621415,38,40.03,157.5,3.689629173
9531640,2016-03-19T20:00:00-0500,6,Banners,Cambridge Room at House of Blues Dallas,31.41,45,4,24,Dallas,TX,Ticketmaster,15,0,5401363,6,514,56,10,0.431545196,0.475968,0.500848,11,16.41,30,2.797890905
9531654,2016-04-05T20:00:00-0500,23,Candlebox,Trees,61.5,59,4,20,Dallas,TX,Ticketfly,21,0,238974,23,312,74,7,0.402213729,0.620108,0.581843,26,40.5,38,3.701301974
9531835,2016-05-06T20:00:00-0500,54,Migos,South SIde Music Hall,66.22,100,2,5,Dallas,TX,Ticketfly,30,0,7222459,54,4464,432,9,0.435458639,0.615591,0.625171,7,36.22,70,3.589611452
9536471,2016-05-16T20:00:00-0500,64,Mayer Hawthorne,Granada Theater Dallas,104.56,86.51,2,12,Dallas,TX,Ticketfly,29.85,0,5613613,64,3464,325,35,0.395913456,0.581639,0.537822,8,74.71,56.66,4.313613952
9537265,2016-04-22T20:00:00-0500,40,Tony Bennett,McFarlin Auditorium,156.36,594.99,19,60,Dallas,TX,AXS,78,0,500873,40,2589,1061,110,0.404724576,0.719022,0.704681,67,78.36,516.99,4.361313593
9537492,2016-04-27T19:30:00-0500,45,Enter Shikari,Gas Monkey Bar N Grill,41.44,33,1,4,Dallas,TX,Ticketfly,16,0,16773,45,1227,658,50,0.37561429,0.665762,0.588897,17,25.44,17,3.236322738
9537503,2016-05-07T20:00:00-0500,55,Sturgill Simpson,Bomb Factory,78.02,299,38,189,Dallas,TX,Ticketfly,35,0,6140284,55,829,188,14,0.449386287,0.546937,0.578508,12,43.02,264,3.761665124
9539543,2016-04-09T20:00:00-0500,27,American Authors,Trees,66.22,56,3,16,Dallas,TX,Ticketfly,20,0,5677419,27,460,96,1,0.487493707,0.540616,0.621606,10,46.22,36,3.833412605
9364262,2016-04-05T20:00:00-0600,23,Gary Clark Jr,Ogden Theatre,86.24,168.16,19,96,Denver,CO,AXS,36,0,309236,23,250,87,29,0.482785923,0.540779,0.615754,20,50.24,132.16,3.916811522
9369374,2016-03-22T20:00:00-0600,9,Il Volo,Paramount Theatre Denver,73.69,184.18,5,27,Denver,CO,AXS,49.5,0,187568,9,448,32,0,0.567798222,0.537295,0.720403,6,24.19,134.68,3.185939325
9383212,2016-04-03T19:30:00-0600,21,Underoath,Ogden Theatre,63.32,1111,27,146,Denver,CO,Songkick Tickets,34,0,2357960,21,1119,370,35,0.335359934,0.703068,0.565007,19,29.32,1077,3.378269877
9397983,2016-04-23T20:00:00-0600,41,2Cellos,Buell Theatre,209,349,5,17,Denver,CO,AXS,35,0,4392693,41,61,16,3,0.617906436,0.464438,0.705579,5,174,314,5.159055299
9424081,2016-04-06T20:00:00-0600,24,Gary Clark Jr,Ogden Theatre,94.26,199.99,16,70,Denver,CO,AXS,36,0,309236,24,250,87,29,0.482785923,0.540779,0.615754,20,58.26,163.99,4.064915752
9449990,2016-03-17T20:00:00-0600,4,Jose Gonzalez,Paramount Theatre Denver,96.11,145,6,27,Denver,CO,AXS,30.75,0,542593,4,2591,235,70,0.386693932,0.664884,0.605287,13,65.36,114.25,4.179910451
9461815,2016-05-20T20:00:00-0600,68,The Used,Ogden Theatre,63.86,99,20,112,Denver,CO,Songkick Tickets,39,0,162392,68,1608,488,41,0.371836653,0.719639,0.648262,15,24.86,60,3.213260086
9461816,2016-05-21T20:00:00-0600,69,The Used,Ogden Theatre,54.42,99,25,136,Denver,CO,Songkick Tickets,39,0,162392,69,1608,488,41,0.371836653,0.719639,0.648262,15,15.42,60,2.735665368
9462084,2016-05-25T20:00:00-0600,73,Prong,Bluebird Theater,47.32,75,8,36,Denver,CO,AXS,13,0,149100,73,1110,289,14,0.409728132,0.61652,0.589147,30,34.32,62,3.535728275
9462087,2016-05-06T20:00:00-0600,54,Primal Fear,Bluebird Theater,60.32,77.52,5,23,Denver,CO,Songkick Tickets,44,0,5619103,54,120,40,2,0.46012108,0.416053,0.491345,5,16.32,33.52,2.79239135
9462090,2016-04-14T20:00:00-0600,32,Wolf Alice,Bluebird Theater,49.68,67,7,39,Denver,CO,Songkick Tickets,25.75,0,4126816,32,1972,135,8,0.463210763,0.559526,0.607877,6,23.93,41.25,3.175132902
9462376,2016-04-13T20:00:00-0600,31,St Germain,Ogden Theatre,61.5,119,11,56,Denver,CO,Songkick Tickets,52,0,521797,31,1054,40,18,0.431078053,0.619458,0.622915,21,9.5,67,2.251291799
9462673,2016-03-23T19:00:00-0600,10,They Might Be Giants,Ogden Theatre,49,79,10,39,Denver,CO,Songkick Tickets,35.5,0,242200,10,2083,231,167,0.368563979,0.70152,0.619015,34,13.5,43.5,2.602689685
9462887,2016-03-27T18:00:00-0600,14,Tonight Alive,Marquis Theater Denver,69.74,57,2,10,Denver,CO,Ticketweb,20,0,3317791,14,591,322,17,0.441664112,0.556738,0.577124,8,49.74,37,3.906809438
9468257,2016-05-24T20:00:00-0600,72,Nada Surf,Bluebird Theater,73.28,85,7,31,Denver,CO,Songkick Tickets,36,0,172227,72,1992,228,92,0.390484581,0.678747,0.627284,24,37.28,49,3.61845699
9469724,2016-04-27T20:00:00-0600,45,The Melvins and Napalm Death,Ogden Theatre,72.1,96,7,35,Denver,CO,Songkick Tickets,30.25,0,191492,45,3087,696,49,0.321224579,0.720146,0.560625,35,41.85,65.75,3.734091797
9471109,2016-04-16T20:00:00-0600,34,Cloud Cult,Bluebird Theater,60.3,51.3,5,23,Denver,CO,AXS,20,0,307496,34,646,65,33,0.439368913,0.539263,0.559104,21,40.3,31.3,3.696351469
9478644,2016-03-23T19:00:00-0600,10,Brian Fallon,Summit Music Hall,47.33,69.54,9,39,Denver,CO,Ticketfly,22.5,0,2373782,10,608,169,0,0.453104358,0.445813,0.504117,19,24.83,47.04,3.2120526
9483190,2016-06-17T20:30:00-0600,96,Blue October,Ogden Theatre,49.68,200,16,70,Denver,CO,Songkick Tickets,39,0,500273,96,292,33,24,0.434421248,0.607631,0.615481,21,10.68,161,2.368372834
9484128,2016-04-02T19:30:00-0600,20,X Ambassadors,Ogden Theatre,96.9,199.99,10,36,Denver,CO,Songkick Tickets,29.75,0,6664009,20,538,86,0,0.631391545,0.546165,0.811859,7,67.15,170.24,4.206928923
9485367,2016-05-03T19:30:00-0600,51,Dream Theater,Paramount Theatre Denver,76.05,175,11,38,Denver,CO,Altitude tickets,35,0,8765,51,5628,1208,59,0.313562417,0.802322,0.668145,31,41.05,140,3.714790836
9491761,2016-03-14T17:30:00-0600,1,Between the Buried and Me & August Burns Red,Summit Music Hall,58.21,69,7,33,Denver,CO,Ticketfly,29,0,468456,1,1514,582,47,0.374745138,0.717176,0.649955,13,29.21,40,3.374511116
9494655,2016-03-24T20:00:00-0600,11,White Denim,Bluebird Theater,62.66,55.86,5,21,Denver,CO,Songkick Tickets,27.75,0,589804,11,2714,436,90,0.420035989,0.539433,0.534639,10,34.91,28.11,3.552773321
9499933,2016-03-19T20:00:00-0600,6,Intronaut,Bluebird Theater,52.04,75,5,23,Denver,CO,Songkick Tickets,19.75,0,541095,6,1117,276,21,0.419524396,0.551931,0.54418,12,32.29,55.25,3.474757585
9499934,2016-04-04T20:00:00-0600,22,Ra Ra Riot,Bluebird Theater,61.48,52.44,5,23,Denver,CO,Songkick Tickets,25.75,0,320682,22,3555,419,52,0.45214736,0.596959,0.629498,10,35.73,26.69,3.575990672
9499935,2016-06-10T21:00:00-0600,89,Dale Watson,Bluebird Theater,67.38,56,5,23,Denver,CO,Songkick Tickets,27.75,0,228639,89,277,55,19,0.395099677,0.538887,0.502487,40,39.63,28.25,3.679586407
9500522,2016-04-09T20:00:00-0600,27,Father John Misty,Ellie Caulkins Opera House,54.88,150,77,265,Denver,CO,AXS,31.5,1,5113323,27,3878,690,74,0.484256016,0.602427,0.680239,12,23.38,118.5,3.151880956
9501136,2016-05-12T20:00:00-0600,60,Tori Kelly,Ogden Theatre,50.87,199,53,216,Denver,CO,Songkick Tickets,41.5,0,1054791,60,478,132,1,0.559208525,0.580404,0.758162,12,9.37,157.5,2.237513096
9501815,2016-05-03T18:30:00-0600,51,Say Anything,Summit Music Hall,44.97,68,11,50,Denver,CO,Ticketfly,18.5,0,235557,51,1222,227,57,0.346220671,0.671825,0.548964,16,26.47,49.5,3.276012016
9501875,2016-03-29T20:00:00-0600,16,Tinashe,Ogden Theatre,44.98,200,17,78,Denver,CO,Songkick Tickets,34,0,2020878,16,272,13,15,0.509339617,0.362612,0.532097,6,10.98,166,2.396075436
9503501,2016-04-03T18:00:00-0600,21,We The Kings,Marquis Theater Denver,85.1,70,1,2,Denver,CO,Ticketfly,25,0,569961,21,540,192,17,0.46070694,0.581727,0.625927,11,60.1,45,4.096009842
9507112,2016-05-04T20:00:00-0600,52,The Slackers,Bluebird Theater,55.58,54,5,21,Denver,CO,Songkick Tickets,22.75,0,50545,52,271,45,29,0.406796457,0.572777,0.54494,25,32.83,31.25,3.491342732
9507113,2016-05-12T20:00:00-0600,60,Tortoise,Bluebird Theater,41.44,63.84,6,21,Denver,CO,Songkick Tickets,34,0,136413,60,952,176,133,0.366313237,0.652319,0.560436,26,7.44,29.84,2.006870849
9507130,2016-05-10T20:00:00-0600,58,Explosions in the Sky,Ogden Theatre,60.31,1112,15,68,Denver,CO,Songkick Tickets,39,0,561284,58,3792,598,126,0.359055027,0.706398,0.609026,17,21.31,1073,3.059176446
9507188,2016-07-09T20:00:00-0600,118,Dragged Into Sunlight,Bluebird Theater,54.94,74,5,21,Denver,CO,Songkick Tickets,20.75,0,1283225,118,155,43,10,0.428077336,0.443226,0.474566,10,34.19,53.25,3.531933204
9507991,2016-03-29T20:00:00-0600,16,Shannon and the Clams,Bluebird Theater,32,51.3,6,21,Denver,CO,Songkick Tickets,22.75,0,664502,16,679,57,7,0.427638903,0.464327,0.488239,7,9.25,28.55,2.224623552
9507992,2016-03-31T21:00:00-0600,18,Dopapod,Bluebird Theater,70.92,59.28,5,19,Denver,CO,Songkick Tickets,27.75,0,2254512,18,162,329,4,0.488335082,0.418461,0.523198,9,43.17,31.53,3.76514581
9507993,2016-04-01T21:00:00-0600,19,Dopapod,Bluebird Theater,70.92,59.28,5,19,Denver,CO,Songkick Tickets,27.75,0,2254512,19,162,329,4,0.488335082,0.418461,0.523198,9,43.17,31.53,3.76514581
9507994,2016-04-02T21:00:00-0600,20,Dopapod,Bluebird Theater,70.92,83,6,26,Denver,CO,Songkick Tickets,27.75,0,2254512,20,162,329,4,0.488335082,0.418461,0.523198,9,43.17,55.25,3.76514581
9507995,2016-04-05T20:00:00-0600,23,Lissie,Bluebird Theater,64.36,80,5,25,Denver,CO,Songkick Tickets,27.75,0,582389,23,1133,222,29,0.437373863,0.564642,0.578523,10,36.61,52.25,3.600321427
9507998,2016-04-12T20:00:00-0600,30,Lucinda Williams,Bluebird Theater,86.26,91.2,5,19,Denver,CO,Songkick Tickets,57,0,245404,30,2310,672,134,0.33087072,0.707809,0.562838,38,29.26,34.2,3.376221396
9507999,2016-04-13T20:00:00-0600,31,Lucinda Williams,Bluebird Theater,82.72,91.2,6,25,Denver,CO,Songkick Tickets,57,0,245404,31,2310,672,134,0.33087072,0.707809,0.562838,38,25.72,34.2,3.247268899
9508001,2016-04-15T21:00:00-0600,33,Bombino,Bluebird Theater,70.92,60.42,6,26,Denver,CO,Songkick Tickets,27.75,0,4083611,33,642,169,14,0.482887941,0.4959,0.576593,16,43.17,32.67,3.76514581
9508094,2016-04-07T20:00:00-0600,25,Pete Yorn,Ogden Theatre,67.4,105,10,57,Denver,CO,Songkick Tickets,39.5,0,2030465,25,752,132,58,0.373271713,0.614141,0.534594,16,27.9,65.5,3.328626689
9508095,2016-04-11T20:00:00-0600,29,Parov Stelar,Ogden Theatre,66.52,79,7,35,Denver,CO,Songkick Tickets,44,0,8597639,29,824,15,1,0.508593937,0.593077,0.70365,12,22.52,35,3.114403803
9508097,2016-05-24T20:00:00-0600,72,Snarky Puppy,Ogden Theatre,63.84,78,6,29,Denver,CO,Songkick Tickets,35,0,29793,72,399,237,4,0.466816919,0.515392,0.573385,16,28.84,43,3.361763312
9508129,2016-06-25T19:00:00-0600,104,Thrice,Summit Music Hall,50.67,150,11,48,Denver,CO,Ticketfly,22.5,0,498261,104,1657,398,61,0.345491688,0.700826,0.579456,17,28.17,127.5,3.338257582
9508188,2016-04-10T20:00:00-0600,28,Father John Misty,Ellie Caulkins Opera House,55.59,400,51,248,Denver,CO,AXS,31.5,1,5113323,28,3878,690,74,0.484256016,0.602427,0.680239,12,24.09,368.5,3.181796817
9510345,2016-05-17T20:00:00-0600,65,Brian Jonestown Massacre,Bluebird Theater,56.72,51.98,5,19,Denver,CO,Songkick Tickets,34,0,73973,65,999,86,130,0.416239988,0.638522,0.621462,28,22.72,17.98,3.123245594
9511308,2016-04-29T18:00:00-0600,47,The Summer Set,Marquis Theater Denver,70.15,62.7,4,15,Denver,CO,Ticketfly,17,0,912614,47,599,273,8,0.463310478,0.520261,0.573158,9,53.15,45.7,3.973118105
9511772,2016-04-14T21:00:00-0600,32,Flatbush Zombies,Cervantes,73.78,73,3,20,Denver,CO,Ticketfly,25,0,5081903,32,1739,234,2,0.467464415,0.521325,0.579203,6,48.78,48,3.887320393
9511777,2016-04-15T21:00:00-0600,33,Flatbush Zombies,Cervantes,52.98,73,4,22,Denver,CO,Ticketfly,25,0,5081903,33,1739,234,2,0.467464415,0.521325,0.579203,6,27.98,48,3.331489969
9512233,2016-04-02T20:00:00-0600,20,Iggy Pop,Ellie Caulkins Opera House,97.67,220,41,124,Denver,CO,AXS,49.95,0,170739,20,1809,412,161,0.335931468,0.741933,0.614867,56,47.72,170.05,3.865350597
9512680,2016-03-25T21:00:00-0600,12,Anuhea and Through The Roots,Bluebird Theater,55.6,75,4,17,Denver,CO,Songkick Tickets,19.75,0,670215,12,103,18,0,0.485479912,0.444477,0.539137,7,35.85,55.25,3.579343567
9514126,2016-03-24T20:00:00-0600,11,Santigold,Ogden Theatre,59.12,1000,17,74,Denver,CO,Songkick Tickets,39.5,0,2385431,11,9078,1313,31,0.389822719,0.663654,0.608805,13,19.62,960.5,2.976549454
9514127,2016-04-23T21:00:00-0600,41,Half Moon Run,Ogden Theatre,51.47,70,11,60,Denver,CO,Songkick Tickets,34,0,3878406,41,574,144,10,0.52720494,0.546965,0.678715,6,17.47,36,2.860485124
9514825,2016-03-30T18:30:00-0600,17,The Smashing Pumpkins,Ellie Caulkins Opera House,91,155,58,203,Denver,CO,AXS,49.5,0,233074,17,7149,1605,210,0.316458833,0.814701,0.699053,28,41.5,105.5,3.725693427
9516754,2016-04-26T20:00:00-0600,44,Foals,Ogden Theatre,48.52,129.99,15,71,Denver,CO,Songkick Tickets,34,0,525043,44,7483,1438,106,0.400544465,0.739295,0.728795,11,14.52,95.99,2.675527009
9516761,2016-04-20T20:00:00-0600,38,Randy and Mr Lahey,Summit Music Hall,80.37,70.68,7,26,Denver,CO,Ticketfly,20,0,154041,38,571,161,6,0.421418832,0.47275,0.486876,24,60.37,50.68,4.100492293
9516941,2016-03-18T20:00:00-0600,5,Coleman Hell,Marquis Theater Denver,48.76,39.9,2,18,Denver,CO,Ticketfly,10,0,6850064,5,191,15,0,0.67098749,0.424503,0.724879,4,38.76,29.9,3.657388787
9517557,2016-05-04T19:30:00-0600,52,Andy Mineo,Summit Music Hall,49.69,60,7,32,Denver,CO,Ticketfly,22,0,5467058,52,219,91,7,0.475019947,0.486897,0.559932,15,27.69,38,3.321071337
9519429,2016-04-11T20:00:00-0600,29,Deer Tick,Bluebird Theater,79.2,90,5,26,Denver,CO,Songkick Tickets,34,0,591654,29,2714,629,65,0.398425873,0.592674,0.550872,12,45.2,56,3.811097087
9520961,2016-05-12T19:30:00-0600,60,Frankie Valli and the Four Seasons,Buell Theatre,108.7,662,58,252,Denver,CO,AXS,49.5,0,30108,60,102,8,1,0.437102648,0.551574,0.566673,56,59.2,612.5,4.080921542
9520984,2016-05-14T21:00:00-0600,62,The Neighbourhood,Ogden Theatre,64.99,300,18,79,Denver,CO,Songkick Tickets,45.75,0,636848,62,2520,239,12,0.496259443,0.613667,0.710173,5,19.24,254.25,2.956991445
9523385,2016-04-10T21:00:00-0600,28,Freddie Gibbs,Bluebird Theater,72.1,62.7,5,20,Denver,CO,Songkick Tickets,27.75,0,2793016,28,6598,1701,30,0.510659139,0.578837,0.690626,13,44.35,34.95,3.792112709
9523386,2016-04-21T20:00:00-0600,39,Highly Suspect,Bluebird Theater,47.28,53,7,35,Denver,CO,Songkick Tickets,22.75,0,3790131,39,144,19,0,0.502048926,0.446778,0.559321,7,24.53,30.25,3.199896858
9523508,2016-04-29T21:00:00-0600,47,Apocalyptica,Ogden Theatre,69.76,82,6,26,Denver,CO,Songkick Tickets,34,0,216253,47,828,171,24,0.373983336,0.675666,0.59728,23,35.76,48,3.57682995
9527373,2016-06-02T19:00:00-0600,81,Buzzcocks,Summit Music Hall,84.55,75,4,19,Denver,CO,Ticketfly,60,0,351352,81,2857,364,89,0.321213745,0.698604,0.536347,40,24.55,15,3.200711854
9528961,2016-04-06T20:00:00-0600,24,Atlas Genius,Bluebird Theater,59.12,99,12,52,Denver,CO,Songkick Tickets,25.75,0,5539353,24,1028,174,8,0.435660332,0.575299,0.58592,7,33.37,73.25,3.507657293
9530868,2016-05-30T20:00:00-0600,78,Subhumans,Bluebird Theater,59.14,49.02,4,17,Denver,CO,Songkick Tickets,22.75,0,36548,78,281,42,10,0.398776529,0.584512,0.544191,36,36.39,26.27,3.594294012
9530871,2016-06-09T20:00:00-0600,88,Local H,Bluebird Theater,67.4,67,5,19,Denver,CO,Songkick Tickets,27.75,0,138547,88,509,54,32,0.410149096,0.579228,0.555037,29,39.65,39.25,3.680090948
9530872,2016-08-03T20:00:00-0600,143,Hayes Carll,Bluebird Theater,75.66,63,4,17,Denver,CO,Songkick Tickets,36,0,6910,143,604,153,18,0.412717207,0.559111,0.541268,14,39.66,27,3.680343123
9530873,2016-05-20T20:00:00-0600,68,Paul Simon,Bellco Theatre,111.72,749.01,138,469,Denver,CO,AXS,64.5,0,213059,68,5491,1509,145,0.324357143,0.777169,0.64601,46,47.22,684.51,3.854817532
9530893,2016-04-24T20:00:00-0600,42,Frightened Rabbit,Ogden Theatre,54.72,95,11,50,Denver,CO,Songkick Tickets,25.75,0,364665,42,4320,658,99,0.407948474,0.618127,0.588173,13,28.97,69.25,3.366260812
9531749,2016-04-22T19:00:00-0600,40,Candlebox,Marquis Theater Denver,65.04,59.28,3,12,Denver,CO,Ticketfly,20,0,238974,40,312,74,7,0.402213729,0.620108,0.581843,26,45.04,39.28,3.807550984
9531787,2016-05-05T21:00:00-0600,53,ZHU,Ogden Theatre,65.04,9999,34,179,Denver,CO,AXS,30,0,1183857,53,1959,48,0,0.604552421,0.559962,0.793894,2,35.04,9969,3.556490266
9531847,2016-06-05T20:00:00-0600,84,Old 97's,Bluebird Theater,75.66,63,4,17,Denver,CO,Songkick Tickets,39,0,308713,84,995,156,105,0.370507757,0.625903,0.541271,23,36.66,24,3.601686242
9533924,2016-05-14T20:00:00-0600,62,Blaqk Audio,Bluebird Theater,70.94,64,5,25,Denver,CO,Songkick Tickets,27.75,0,568095,62,145,49,12,0.44364032,0.46574,0.507514,15,43.19,36.25,3.765608987
9535724,2016-05-13T21:00:00-0600,61,Mayer Hawthorne,Ogden Theatre,67.39,77,7,33,Denver,CO,Songkick Tickets,37,0,5613613,61,3464,325,35,0.395913456,0.581639,0.537822,8,30.39,40,3.414113607
9537173,2016-04-24T20:00:00-0600,42,William Elliott Whitmore,Bluebird Theater,66.22,55,4,17,Denver,CO,Songkick Tickets,27.75,0,185409,42,361,39,35,0.444099269,0.51725,0.546968,17,38.47,27.25,3.649878717
9539593,2016-04-27T20:00:00-0600,45,Joshua Radin,The Soiled Dove Underground,120.49,149.99,2,6,Denver,CO,Ticketfly,40,1,360697,45,523,29,13,0.410689956,0.60537,0.579694,12,80.49,109.99,4.388132953
9381626,2016-03-21T19:30:00-0500,8,Underoath,Warehouse Live,113.42,119.99,4,8,Houston,TX,AXS,25,0,2357960,8,1119,370,35,0.335359934,0.703068,0.565007,19,88.42,94.99,4.482098188
9432753,2016-05-21T19:00:00-0500,69,Ellie Goulding,Toyota Center,82.35,1052,63,354,Houston,TX,Ticketing Central,29.5,0,2332047,69,10071,2357,23,0.482699668,0.750632,0.901275,8,52.85,1022.5,3.967457712
9434840,2016-04-29T20:00:00-0500,47,Bonnie Raitt,Revention Music Center,85.1,448,92,270,Houston,TX,Live Nation,47.5,0,135398,47,2255,721,66,0.316062808,0.728868,0.562017,45,37.6,400.5,3.62700405
9466091,2016-03-24T20:30:00-0500,11,Logic,Warehouse Live,72.42,1111,28,91,Houston,TX,Ticketfly,28,0,614453,11,404,24,14,0.529339052,0.607143,0.749355,14,44.42,1083,3.793689818
9472830,2016-04-13T20:00:00-0500,31,Stick Figure,Warehouse Live,60.3,66,6,33,Houston,TX,Ticketfly,15,0,514431,31,88,0,3,0.519073696,0.255699,0.542266,26,45.3,51,3.813307032
9475583,2016-04-10T19:30:00-0500,28,Melanie Martinez,Warehouse Live,90.64,200,18,52,Houston,TX,Ticketfly,27.5,1,6647159,28,243,17,0,0.505995981,0.521479,0.627087,4,63.14,172.5,4.145354483
9475590,2016-04-16T20:00:00-0500,34,Ben Folds,Cullen Performance Hall,79.2,271.78,23,62,Houston,TX,Ticketmaster,29.5,0,125822,34,2573,342,136,0.32688241,0.725836,0.577463,15,49.7,242.28,3.906004933
9485298,2016-04-15T20:00:00-0500,33,The Milk Carton Kids,Cullen Performance Hall,83.92,144,5,19,Houston,TX,Ticketmaster,22,0,4186126,33,381,111,15,0.45499942,0.512141,0.556221,5,61.92,122,4.125843229
9486782,2016-04-02T19:00:00-0500,20,Tech N9ne,Warehouse Live,49.63,108,11,56,Houston,TX,Ticketfly,27.5,0,283009,20,2214,254,25,0.381175807,0.745693,0.703663,25,22.13,80.5,3.096934154
9507617,2016-05-03T18:00:00-0500,51,Boyce Avenue,House of Blues Houston,44.78,195,20,98,Houston,TX,Live Nation,22.5,0,608550,51,228,37,0,0.428002036,0.610056,0.608825,12,22.28,172.5,3.103689415
9511761,2016-05-08T20:30:00-0500,56,Flatbush Zombies,Warehouse Live,52.64,60.42,4,15,Houston,TX,Ticketfly,23,0,5081903,56,1740,234,2,0.467464415,0.521325,0.579203,6,29.64,37.42,3.3891248
9511957,2016-04-09T19:00:00-0500,27,M83,White Oak Music Hall,61.44,99.99,9,42,Houston,TX,Stubwire,27.5,0,525418,27,5612,390,135,0.404079555,0.744452,0.743836,15,33.94,72.49,3.52459426
9513725,2016-03-19T18:00:00-0500,6,The Devil Wears Prada,Scout Bar Houston,68.39,59,3,18,Houston,TX,Ticketfly,20,0,144240,6,2001,612,36,0.329183197,0.718935,0.573048,11,48.39,39,3.879293181
9514291,2016-04-20T19:30:00-0500,38,The Smashing Pumpkins,Cullen Performance Hall,96.9,440,73,225,Houston,TX,Ticketmaster,65,0,233074,38,7149,1605,210,0.316458833,0.814701,0.699053,28,31.9,375,3.46260601
9519803,2016-05-07T18:00:00-0500,55,Beyoncé,NRG Stadium,91,9999,2163,6837,Houston,TX,Ticketmaster,45,0,553938,55,43911,10774,117,0.322562541,0.848403,0.795543,13,46,9954,3.828641396
9531183,2016-04-20T21:00:00-0500,38,Curren$y,Warehouse Live,73.3,69,2,10,Houston,TX,Ticketfly,30,0,5334228,38,7406,1039,47,0.399518706,0.669522,0.630756,14,43.3,39,3.768152635
9531655,2016-04-07T20:00:00-0500,25,Candlebox,Scout Bar Houston,69.76,63,4,21,Houston,TX,Ticketfly,22,0,238974,25,312,74,7,0.402213729,0.620108,0.581843,26,47.76,41,3.866188469
9534570,2016-04-16T21:00:00-0500,34,Yellow Claw,Stereo Live,95.72,90,3,14,Houston,TX,Eventbrite,30,0,3735966,34,674,20,0,0.611918336,0.536956,0.775987,6,65.72,60,4.185403293
9537480,2016-04-28T18:30:00-0500,46,Enter Shikari,Scout Bar Houston,61.67,53,3,20,Houston,TX,Ticketfly,16,0,16773,46,1227,658,50,0.37561429,0.665762,0.588897,17,45.67,37,3.821441627
9537736,2016-05-05T20:00:00-0500,53,Sebastian Bach,Scout Bar Houston,75.64,62,2,12,Houston,TX,Ticketfly,23.5,0,2652391,53,1587,521,18,0.35583182,0.573929,0.47753,33,52.14,38.5,3.953932409
